Tweet,total_characters,count_sentences,avg_words_length,count_words,count_unique_words,num_uppercase_chars,num_lowercase_chars,num_uppercase_words,num_lowercase_words,count_punctuations,count_blanks,count_numbers,count_special_characters,coleman_liau_index,gunning_fog,ari,dale_chall_readability,smog_index,linsear_write,flesch_kincaid_grade_level,flesch_reading_ease,Class
21/40. Saddam's execution was controversial and raised questions about the application of justice in post-invasion Iraq. #IraqiJustice,134,2,6.941176471,17,17,4,104,0,15,6,16,4,6,27.06588235,24.57647059,17.42098039,0.8432,13.0238668,1.823529412,8,53.88985294,0
22/40. The legacy of Saddam's rule continues to be felt in Iraq and the wider region. His policies shaped modern Iraq. #IraqiHistory,132,3,5.045454545,22,22,7,94,0,16,6,21,4,6,15.44363636,12.02424242,8.295454545,1.0912,13.0238668,0.909090909,3,87.87348485,0
"23/40. Saddam's era saw a focus on pan-Arabism and defiance against Western influences, shaping regional politics. #MiddleEastPolitics",134,2,6.941176471,17,17,6,101,0,14,7,16,4,7,27.06588235,19.87058824,17.42098039,0.8432,13.0238668,1.470588235,9,43.93691176,0
"24/40. Iraq's infrastructure saw significant development under Saddam, but at the cost of personal freedoms and human rights. #SaddamLegacy",139,2,6.368421053,19,19,4,107,0,16,6,18,4,6,24.10105263,16.43157895,15.20245614,0.9424,13.0238668,1.105263158,6,72.51881579,0
"25/40. The brutality of Saddam's regime led to lasting sectarian divisions in Iraq, which continue to plague the nation. #SectarianDivisions",140,2,6.05,20,19,5,106,0,16,6,19,4,6,22.4,20,13.93133333,0.992,11.20814326,1.45,5,78.245,0
"26/40. Saddam's war decisions, notably against Iran and Kuwait, led to the isolation of Iraq in the international community. #WarCrimes",135,2,5.8,20,19,6,99,0,15,7,19,4,7,20.93,20,12.75383333,0.992,14.55459255,1.5,6,69.785,0
27/40. The use of chemical weapons against the Kurdish population in Halabja in 1988 remains a horrific stain on Saddam's record. #HalabjaMassacre,146,2,5.681818182,22,21,6,106,0,16,5,21,8,5,20.53090909,18.94545455,12.63757576,1.0912,13.0238668,1.409090909,4,84.15181818,0
28/40. Saddam's fall did not lead to immediate peace in Iraq. The power vacuum led to a rise in sectarian violence. #PostSaddam,127,3,4.818181818,22,20,5,91,0,18,6,21,4,6,14.10727273,13.84242424,7.225,1.0912,14.55459255,1,2,95.56439394,0
"29/40. The 2003 invasion destabilized Iraq, leading to the emergence of extremist groups, notably ISIS. #IraqWar",112,2,6.0625,16,16,8,75,1,10,6,15,8,6,21.66,20.7,13.02916667,0.7936,8.841846275,1.3125,2,98.2525,0
"30/40. Despite his brutal rule, some Iraqis express nostalgia for the Saddam era due to subsequent instability. #SaddamNostalgia",128,2,6.166666667,18,18,5,97,0,13,5,17,4,5,22.72444444,16.93333333,14.01666667,0.8928,13.0238668,1.277777778,6,66.1,0
31/40. Studying Saddam's era helps us understand the complexities of Middle Eastern politics. #LearnFromHistory,111,2,7,14,14,7,82,0,9,5,13,4,5,26.59142857,19.94285714,16.90119048,0.6944,13.0238668,1.428571429,10,36.57285714,0
32/40. Saddam's story is a cautionary tale against the abuse of power and disregard for human rights. #HumanRights,114,2,5.388888889,18,18,3,85,0,16,5,17,4,5,18.15111111,14.71111111,10.35333333,0.8928,11.20814326,1.055555556,6,70.8,0
33/40. His rule exemplifies how authoritarian regimes can maintain control through fear and repression. #Authoritarianism,121,2,7.133333333,15,15,2,97,0,12,4,14,4,4,27.68533333,19,17.808,0.744,13.0238668,1.266666667,11,30.0225,0
"34/40. Saddam's life and rule have been portrayed in numerous films and books, adding to the narrative of his infamy. #SaddamInMedia",132,2,5.333333333,21,20,4,98,0,19,6,20,4,6,18.34095238,13.72380952,10.77857143,1.0416,13.0238668,1,5,79.34892857,0
"35/40. The Iraq of today continues to grapple with the legacy of Saddam's rule, both the trauma and the political fallout. #PostSaddamIraq",138,2,5.318181818,22,19,6,101,0,18,6,21,4,6,18.39272727,17.12727273,10.92484848,1.0912,11.20814326,1.318181818,4,84.15181818,0
36/40. The international community's dealings with Saddam throughout his rule also raise questions about foreign policies. #InternationalRelations,146,2,7.647058824,17,17,4,117,0,14,5,16,4,5,31.21647059,26.92941176,20.74568627,0.8432,13.0238668,1.823529412,12,24.03102941,0
1. Good morning on this special day! Today is International Orangutan Day. Let's join hands to conserve and protect these beautiful creatures. #OrangutanDay,156,4,5.826086957,23,23,8,119,0,16,6,22,1,6,18.93391304,16.21304348,12.1623913,1.1408,14.55459255,1.434782609,5,72.25961957,0
2. Did you know? Orangutans share 97% of our DNA. They're not just animals; they're our family. #OrangutanDay,109,4,5.111111111,18,17,8,72,1,13,9,17,3,9,13.22888889,17.35555556,7.771666667,0.8928,14.55459255,1.555555556,3,84.7675,0
"3. Orangutans are the only great apes found outside Africa, living in the rainforests of Borneo and Sumatra. #OrangutanDay",122,2,5.473684211,19,18,6,93,0,13,4,18,1,4,18.84,18.53684211,10.98824561,0.9424,14.55459255,1.368421053,6,72.51881579,0
4. Orangutans are known as 'gardeners of the forest.' Their role in seed dispersal is crucial for the ecosystem. #OrangutanDay,126,3,5.35,20,19,4,96,0,16,6,19,1,6,16.804,14.66666667,8.333571429,0.992,14.55459255,1.35,4,81.62833333,0
"5. Unfortunately, Orangutans are critically endangered due to habitat loss, primarily from palm oil plantations. #OrangutanDay",126,2,6.9375,16,16,4,101,0,12,5,15,1,5,26.805,23.2,17.15041667,0.7936,19.28718652,2.125,13,18.94,0
"6. This #OrangutanDay, let's pledge to make sustainable choices. Check your products for sustainable palm oil.",110,3,5.9375,16,15,4,84,0,13,6,15,1,6,19.075,14.63333333,12.14604167,0.7936,13.0238668,1.1875,5,69.23416667,0
"7. #DidYouKnow Orangutans spend most of their time in trees? They're arboreal creatures, loving life up high. #OrangutanDay",123,3,5.888888889,18,18,7,91,0,14,7,17,1,7,19.44666667,15.73333333,12.70833333,0.8928,14.55459255,1.111111111,4,78.545,0
"8. Fun Fact: The word 'orangutan' comes from the Malay words 'orang hutan,' which means 'man of the forest.' #OrangutanDay",122,2,5.15,20,19,6,85,0,14,11,19,1,11,17.108,10,8.76,0.992,11.20814326,0.6,4,82.475,0
"9. The lifespan of an orangutan in the wild can be up to 45 years. Let's help them live long, healthy lives. #OrangutanDay",122,3,4.347826087,23,23,4,87,0,19,6,22,3,6,11.52869565,11.76231884,5.199782609,1.1408,13.0238668,0.826086957,1,99.74028986,0
"10. This International Orangutan Day, we're urging everyone to learn more about these incredible creatures and their plights. #OrangutanDay",139,2,6.368421053,19,19,6,108,0,14,5,18,2,5,24.10105263,18.53684211,15.20245614,0.9424,15.90318901,1.368421053,7,59.16092105,0
11. Orangutans are incredibly intelligent. They use tools and even mimic human actions. #OrangutanDay,101,3,6.285714286,14,14,4,78,0,10,4,13,2,4,20.27714286,16.15238095,12.28071429,0.6944,13.0238668,1.571428571,6,57.0697619,0
12. Orangutans love fruit! Over 60% of their diet is made up of fruit. #OrangutanDay,84,3,4.666666667,15,14,4,57,0,10,5,14,4,5,11.208,7.333333333,6.19,0.744,11.20814326,0.6,0,105.88,0
"13. Orangutans are important indicators of rainforest health. If they thrive, the ecosystem thrives. #OrangutanDay",114,3,6.666666667,15,15,4,89,0,11,5,14,2,5,22.968,18,14.357,0.744,15.90318901,1.533333333,8,49.48,0
14. Orangutans need our help. Deforestation and poaching are major threats to their survival. #OrangutanDay,107,3,6.2,15,15,4,83,0,11,4,14,2,4,20.224,15.33333333,12.159,0.744,14.55459255,1.533333333,5,66.4,0
15. Did you know that a mother orangutan carries her baby for the first 5 years of its life? That's love! #OrangutanDay,119,3,4.454545455,22,22,4,86,0,18,5,21,3,5,11.96909091,12.02424242,9.118636364,1.0912,11.20814326,0.818181818,3,87.87348485,0
16. Orangutans build nests in trees every night for sleeping. They're excellent builders! #OrangutanDay,103,3,6.428571429,14,14,4,79,0,11,5,13,2,5,21.11714286,21.86666667,14.2097619,0.6944,13.0238668,1.571428571,4,75.19833333,0
17. Orangutans have an impressive arm span. An adult male's can stretch up to 7 feet! #OrangutanDay,99,3,4.882352941,17,17,4,71,0,13,5,16,3,5,13.21882353,9.325490196,7.723921569,0.8432,11.20814326,0.588235294,2,91.60098039,0
18. Each orangutan has a unique voice. They use long calls to communicate with others. #OrangutanDay,100,3,5.3125,16,16,4,75,0,12,4,15,2,4,15.4,14.63333333,8.24125,0.7936,13.0238668,1.25,6,63.94666667,0
1. Beware of online love interests who ask for money too soon. #RomanceScam,75,2,4.846153846,13,13,3,56,0,10,3,12,1,3,13.56923077,17.98461538,6.460512821,0.6448,8.841846275,1.461538462,3,83.09903846,0
2. Real love doesn't demand your bank details. Always verify before trusting.,77,3,5.5,12,12,2,59,0,10,4,11,1,4,14.53,18.26666667,8.83,0.5952,8.841846275,1,3,82.925,0
"3. If your online flame can't meet in person, it might be a #RomanceScam.",73,2,4.285714286,14,14,3,51,0,12,5,13,1,5,10.63142857,11.37142857,5.62,0.6944,8.841846275,0.785714286,1,103.0442857,0
4. Romance scams are on the rise. Don't let your heart cloud your judgment.,75,3,4.428571429,14,13,2,55,0,12,4,13,1,4,9.357142857,10.43809524,4.453333333,0.6944,3.1291,0.928571429,0,105.412619,0
"5. If it seems too good to be true, it probably is. #ScamAlert",62,2,3.846153846,13,12,3,42,0,10,4,12,1,4,7.689230769,8.753846154,1.750512821,0.6448,3.1291,0.769230769,-3,128.6528846,0
6. Love should never cost a thing. Don't fall for scams promising romance.,74,3,4.769230769,13,13,2,55,0,11,4,12,1,4,10.84,7.887179487,5.735897436,0.6448,8.841846275,0.461538462,-2,117.8366667,0
7. Keep personal info private. Your online love shouldn't need your SSN.,72,3,5.083333333,12,12,5,51,1,9,4,11,1,4,12.08,18.26666667,6.8675,0.5952,8.841846275,1,1,97.025,0
8. #RomanceScam Warning: Don't send money to someone you've only met online.,76,2,5.416666667,12,12,4,54,0,10,6,11,1,6,16.50666667,19.06666667,10.2225,0.5952,11.20814326,1.333333333,6,59.745,0
9. Scammers often pose as military personnel. Verify before you trust.,70,3,5.454545455,11,11,2,54,0,8,3,10,1,3,13.54545455,19.64848485,8.235151515,0.5456,13.0238668,1.454545455,8,41.60424242,0
10. Have you been asked to cash checks for your online love? It's a scam.,73,3,3.933333333,15,15,2,51,0,13,4,14,2,4,6.896,10,4.3,0.744,3.1291,0.666666667,0,105.88,0
11. Don't be pressured into sharing personal information. #ScamAlert,68,2,6.666666667,9,9,3,51,0,7,4,8,2,4,22.04888889,19.57777778,13.56333333,0.4464,8.841846275,1,2,89.4675,0
12. An online love asking for financial help could be a scammer. Stay cautious.,79,3,4.714285714,14,14,2,59,0,11,3,13,2,3,11.03714286,10.43809524,5.799047619,0.6944,11.20814326,0.642857143,0,105.412619,0
"13. If your online love interest is always in crisis, it might be a scam.",73,2,3.933333333,15,15,1,53,0,13,3,14,2,3,8.869333333,13.66666667,4.3,0.744,3.1291,1,-1,114.6225,0
14. Fake profiles often have stolen photos. Do an image search.,63,3,4.818181818,11,11,2,46,0,8,3,10,2,3,9.803636364,8.739393939,5.237878788,0.5456,3.1291,0.545454545,2,87.74969697,0
"15. Be aware of the red flags: Rapid love confession, vague personal info, constant emergencies.",96,2,5.466666667,15,15,2,73,0,12,5,14,2,5,17.88533333,16.33333333,11.522,0.744,11.20814326,1.133333333,3,86.4225,0
16. Remember: legitimate online relationships don't require financial transactions.,83,2,8.333333333,9,9,1,68,0,8,4,8,2,4,31.84888889,32.91111111,22.68666667,0.4464,14.55459255,2.333333333,11,23.6675,0
"17. If your online love interest can't video call, be cautious. #RomanceScam",76,2,5.416666667,12,12,3,55,0,10,5,11,2,5,16.50666667,22.4,8.83,0.5952,11.20814326,1.5,3,80.895,0
18. Scammers often claim to be working abroad. Don't let distance cloud your judgement.,87,3,5.285714286,14,14,2,66,0,12,4,13,2,4,14.39714286,13.2952381,8.49047619,0.6944,8.841846275,0.928571429,1,99.3697619,0
19. Never share financial details with someone you've only met online. Stay safe.,81,3,5.307692308,13,13,2,61,0,11,4,12,2,4,14.00615385,17.11794872,8.272051282,0.6448,11.20814326,1.230769231,4,72.28282051,0
20. No legitimate online love interest will ask for money. Stay vigilant.,73,3,5.166666667,12,12,2,55,0,9,3,11,2,3,12.57,18.26666667,7.26,0.5952,11.20814326,1.25,3,82.925,0
21. Beware of moving too fast online. Real relationships take time.,67,3,5.181818182,11,11,2,50,0,8,3,10,2,3,11.94181818,12.37575758,6.950606061,0.5456,11.20814326,1.181818182,2,87.74969697,0
22. Online dating scams are real. Protect your heart and your wallet.,69,3,4.833333333,12,11,2,51,0,9,3,11,2,3,10.61,11.6,5.69,0.5952,3.1291,0.833333333,1,97.025,0
23. Romance scammers are smooth talkers. Don't fall for sweet words.,68,3,5.272727273,11,11,2,50,0,9,4,10,2,4,12.47636364,5.103030303,7.378787879,0.5456,3.1291,0.545454545,-2,118.5133333,0
24. #RomanceScam Warning: Overseas business trips are a common scammer story.,77,2,6.090909091,11,11,4,57,0,7,4,10,2,4,19.97818182,13.10909091,13.00545455,0.5456,8.841846275,1.090909091,5,70.50704545,0
25. Scammers often have a series of tragedies. Be wary of hard-luck tales.,74,3,4.769230769,13,12,2,54,0,11,4,12,2,4,10.84,7.887179487,5.735897436,0.6448,8.841846275,0.615384615,3,78.79051282,0
26. Beware of anyone who falls in love too quickly. It could be a scam.,71,3,3.8,15,15,2,50,0,12,3,14,2,3,6.112,10,1.794,0.744,3.1291,0.933333333,-3,122.8,0
"27. If your online love can't meet in person, proceed with caution.",67,2,4.666666667,12,12,1,49,0,11,4,11,2,4,12.09666667,15.73333333,6.69,0.5952,3.1291,1.166666667,0,109.095,0
28. Scammers may pose as professionals. Verify their identity.,62,3,6,9,9,2,47,0,6,3,8,2,3,14.84,14.53333333,9.9,0.4464,13.0238668,1.444444444,7,53.39,0
"Did you know that the sun is actually white, not yellow? It only appears yellow because of the Earth? atmosphere. #sciencefact",126,3,5.047619048,21,20,3,98,0,18,5,20,0,5,15.25142857,18.03809524,11.63142857,1.0416,11.20814326,1.380952381,4,78.87285714,0
I just watched a documentary on black holes and it blew my mind. They are so mysterious and fascinating. #scienceisawesome,122,2,5.15,20,19,2,98,1,18,3,19,0,3,17.108,12,9.692333333,0.992,14.55459255,0.9,9,48.635,0
What is your favorite branch of science? Mine is astronomy. I love learning about the stars and planets. #sciencesurvey,119,3,5.315789474,19,18,3,94,1,16,4,18,0,4,16.35368421,17.27017544,10.2445614,0.9424,13.0238668,1.368421053,5,71.28035088,0
"Today is the birthday of Albert Einstein, one of the greatest scientists of all time. He gave us the theory of relativity and the famous equation E=mc^2. #sciencelegend",168,2,5.035714286,28,22,5,129,1,24,6,27,1,6,17.36571429,19.88571429,10.82380952,1.3888,8.841846275,1.535714286,4,89.89642857,0
"If you could travel to any planet in the solar system, which one would you choose and why? I would go to Mars and explore its surface. #sciencefiction",150,2,4.392857143,28,24,3,116,1,25,4,27,0,4,13.58571429,14.17142857,10.46571429,1.3888,11.20814326,1.071428571,5,86.875,0
How do you feel about genetically modified organisms (GMOs)? Do you think they are beneficial or harmful for the environment and human health? #sciencedebate,157,2,5.583333333,24,23,5,124,0,21,5,23,0,5,20.19833333,19.8,21.38125,1.1904,17.1224134,1.333333333,8,57.18,0
I just learned that there are more bacteria in your mouth than there are people on Earth. That? gross but also amazing. #sciencefunfact,135,3,4.913043478,23,21,3,106,1,20,4,22,0,4,14.85217391,13.50144928,9.229855072,1.1408,13.0238668,1.130434783,4,81.34898551,0
Have you ever tried to make a volcano with baking soda and vinegar? It? a classic science experiment that never gets old. #sciencefun,133,3,4.826086957,23,22,2,105,0,21,4,22,0,4,14.34086957,13.50144928,11.14652174,1.1408,13.0238668,0.956521739,3,85.02724638,0
"Do you believe in aliens? I think there must be some form of life out there in the vast universe. Maybe not like us, but something. #sciencequestion",148,3,4.518518519,27,25,3,114,1,24,5,26,0,5,13.14222222,13.97037037,8.19,1.3392,13.0238668,1.037037037,1,100.5666667,0
I just read an article about how scientists are developing a new vaccine for malaria. That? great news for millions of people who suffer from this disease. #sciencehope,168,3,5.035714286,28,27,2,135,1,26,4,27,0,4,16.30857143,18.01904762,10.82380952,1.3888,14.55459255,1.214285714,4,79.52595238,0
Did you know that the human brain can store more information than the entire internet? It? amazing how powerful our minds are. #sciencemiracle,142,3,5.217391304,23,22,2,114,0,21,4,22,0,4,16.64173913,15.24057971,12.98956522,1.1408,8.841846275,1.304347826,4,81.34898551,0
I just saw a rainbow and it reminded me of how beautiful nature is. Do you know how rainbows are formed? It? a result of light refracting and reflecting in water droplets. #sciencemagic,185,4,4.636363636,33,29,3,145,1,30,5,32,0,5,13.57575758,14.20909091,9.903636364,1.6368,11.20814326,1.121212121,2,98.47943182,0
What is your favorite science fiction book or movie? Mine is 2001: A Space Odyssey by Arthur C. Clarke. It? a masterpiece of imagination and science. #sciencefictionfan,168,5,5.259259259,27,26,9,122,2,17,7,26,4,7,15.30518519,16.97481481,10.205,1.3392,14.55459255,1.259259259,3,82.28733333,0
Have you ever wondered how magnets work? They are caused by electric currents and the alignment of atoms in certain materials. #sciencemystery,142,2,5.5,22,22,2,116,0,20,3,21,0,3,19.46181818,18.94545455,14.04272727,1.0912,13.0238668,1.409090909,8,57.23363636,0
"Today is World Water Day, a day to raise awareness about the importance of water for life and sustainability. Did you know that water covers 71% of the Earth? surface? #scienceawareness",185,3,5,31,28,6,141,0,24,6,30,2,6,16.42580645,15.74623656,14.12419355,1.5376,14.55459255,1.322580645,5,76.26924731,0
