Account,NumberOfTotalCharactersMean, NumberOfTotalCharactersStd, NumberOfUppercaseCharactersMean,NumberOfUppercaseCharactersStd, NumberOfLowercaseCharactersMean,NumberOfLowercaseCharactersStd, NumberOfSpecialCharactersMean, NumberOfSpecialCharactersStd, NumberOfNumbersMean, NumberOfNumbersStd, NumberOfBlanksMean, NumberOfBlanksStd, NumberOfWordsMean, NumberOfWordsStd, AverageLengthOfWordsMean,AverageLengthOfWordsStd, NumberOfPropositionsMean, NumberOfPropositionsStd, AverageLengthOfPropositionsMean,AverageLengthOfPropositionsStd, NumberOfPunctuationCharactersMean, NumberOfPunctuationCharactersStd, NumberOfLowercaseWordsMean, NumberOfLowercaseWordsStd, NumberOfUppercaseWordsMean,NumberOfUppercaseWordsStd, VocabularyRichnessMean, VocabularyRichnessStd, FleschKincaidGradeLevelMean, FleschKincaidGradeLevelStd, FleschReadingEaseMean,FleschReadingEaseStd, DaleChallReadabilityMean, DaleChallReadabilityStd, AutomatedReadabilityIndexMean, AutomatedReadabilityIndexStd, ColemanLiauIndexMean, ColemanLiauIndexStd, GunningFogMean, GunningFogStd,SMOG(SimpleMeasureOfGobbledygook)Mean,SMOG(SimpleMeasureOfGobbledygook)Std,LinsearWriteMean,LinsearWriteStd,Class
365644240,58.9245283,34.34994661,4.981132075,5.357028767,40.60377358,21.98313215,4.830188679,3.780465425,0.79245283,1.730508602,7.716981132,6.060628769,8.339622642,6.002965922,7.499622642,2.594222145,1.396226415,0.918152835,6.45754717,4.375029878,2.245283019,2.479391742,5.867924528,4.522637967,0.490566038,0.96392753,0.986603774,0.053339192,6.871698113,4.852907215,57.68924528,35.69918433,15.30207547,6.076361361,14.99811321,11.93857693,15.39811321,12.70438894,9.903018868,7.085977539,0.286792453,1.466871621,3.495283019,2.432868951,0
366081148,74.32330827,40.1451406,7.15037594,5.601417974,49.65413534,28.82251759,6.045112782,4.131057251,1.120300752,1.721328364,10.35338346,6.469355744,10.85714286,6.374458971,6.354887218,1.724820843,1.443609023,0.921044959,8.928646617,5.627728181,3.172932331,2.457186111,7.210526316,5.531934129,0.714285714,1.03743052,0.978045113,0.087302591,6.753383459,4.922367987,62.78105263,34.01997981,14.73330827,5.89635324,13.87368421,10.28592655,13.33571429,10.25574911,8.305714286,5.483196105,0.179699248,1.200235528,4.98,3.615723391,0
366407174,70.33333333,36.77815219,6.282051282,6.205657956,48.17948718,25.83564601,4.897435897,4.447960476,0.846153846,1.271753515,10.12820513,5.787606065,10.82051282,5.768489981,6.923589744,2.454865903,1.41025641,0.668636144,8.645384615,5.301413864,2.692307692,2.461538462,8.282051282,5.30577198,0.897435897,1.236099569,0.993846154,0.02975243,6.938461538,5.743652701,62.68461538,42.47659916,11.90512821,5.447310732,11.65641026,9.839527685,11.47948718,8.912842923,9.63,7.469315007,0,0,5.173076923,3.229547999,0
367414177,71.09756098,37.76228915,12.7804878,8.73320603,41.56097561,21.95566351,7.365853659,5.612512578,0.756097561,0.93131137,8.634146341,4.887795141,8.609756098,4.195689128,6.752439024,1.913812158,1.12195122,0.394790587,7.87,3.788287469,2.268292683,1.562118484,4.804878049,3.262645285,1.585365854,1.168188294,0.979512195,0.051700414,6.580487805,4.369752994,61.98634146,31.44690995,16.90878049,6.409645245,17.4097561,11.68317124,17.64682927,11.65660107,8.376341463,4.924610548,0,0,4.548780488,2.917158821,0
367670418,63.66666667,40.7703596,4.541666667,5.2834582,44.02083333,28.39196599,4.041666667,3.899563722,0.854166667,1.29082634,10.20833333,7.804801763,11.04166667,7.708108105,5.938541667,2.032405174,1.208333333,0.454529671,9.03125,5.467142621,2.166666667,2.084999334,8.875,7.172357237,1.270833333,1.365338531,0.954166667,0.151380224,5.597916667,5.05047397,71.305625,37.64074388,11.25583333,6.383306625,9.697916667,11.47739607,8.844791667,9.282707936,8.080833333,6.853566539,0.335416667,1.643483291,4.574583333,3.513350703,0
368134512,73.54237288,38.18923534,4.06779661,4.494306782,52.16949153,26.8006783,4.542372881,3.99712623,1.169491525,2.649928316,11.59322034,6.829940675,12.57627119,6.820217676,6.321186441,1.321257856,1.305084746,0.617656514,10.45186441,5.590929541,2.491525424,2.720748161,9.881355932,6.43371613,0.661016949,1.035147897,0.977627119,0.075292401,4.825423729,3.612904987,78.97220339,23.19019921,10.46254237,4.723915567,8.883050847,8.095869475,8.249661017,6.483914377,6.262542373,3.850342531,0.293220339,1.342507697,5.080508475,3.454130627,0
368766578,65.5,39.75026205,5.638888889,4.454415897,44.5,28.74214869,5.361111111,3.445228405,0.986111111,1.550027379,9.013888889,6.905096861,9.958333333,6.878786836,6.559722222,2.208969073,1.583333333,0.682112731,6.724444444,4.69324896,3.208333333,2.303002268,7.152777778,5.85628751,0.611111111,0.874889764,0.988194444,0.059215388,5.940277778,4.842797049,66.20263889,34.15692812,13.00986111,5.806268761,12.44166667,9.156809094,10.73819444,10.16570191,7.113055556,5.232045128,0.266666667,1.392140638,3.887777778,3.048928875,0
368801289,59.2745098,44.4959035,7.352941176,8.954839921,38.2745098,28.74572666,5.098039216,5.076879163,0.941176471,1.334486237,7.607843137,7.06296175,8.333333333,6.838950346,5.640392157,2.754994723,1.274509804,0.864970392,6.98372549,5.650204564,2.31372549,2.27078803,5.490196078,5.581385551,0.725490196,1.10397555,0.982352941,0.06150365,10.34117647,13.02868895,33.78352941,95.88580659,20.98862745,14.35899896,18.27647059,23.8561916,15.89784314,18.20104407,9.492941176,9.844059679,0.237254902,1.176395422,3.928039216,4.144592044,0
368834865,88.78321678,39.06210581,7.769230769,7.596182615,60.79020979,29.26413427,6.328671329,4.807884294,1.076923077,1.84382137,12.81818182,7.53605447,13.60839161,7.166389075,6.383776224,1.621912798,1.559440559,0.744418651,10.03958042,6.702734008,3.48951049,2.56350703,10.33566434,6.797720778,1.20979021,2.522217769,0.966853147,0.106708017,7.321678322,4.795060685,61.51391608,33.39515754,13.4693007,6.256299723,13.42027972,9.221459917,13.04272727,9.299875793,9.082657343,5.246547043,0.36993007,1.522008011,6.001608392,4.138143844,0
369285103,73.20512821,42.03184354,6.769230769,5.141393298,47.87179487,30.95006689,7.717948718,3.558656603,1.153846154,1.291758125,9.692307692,6.626109375,10.38461538,6.561798474,5.221025641,2.37274243,1.769230769,0.973008511,7.397435897,6.058142526,4.58974359,2.425483813,6.974358974,5.337276649,0.58974359,0.775190588,0.96974359,0.158575181,6.443589744,5.801803207,63.54846154,39.91403818,17.15410256,9.833666848,16.52051282,12.80557129,13.83923077,10.8100671,7.217179487,5.317961316,0.425641026,1.834249368,4.538461538,3.775223232,0
369540172,62.67346939,37.06276406,6.12244898,4.475022075,40.95918367,25.81959324,6.06122449,4.05778749,1.142857143,1.22890361,8.387755102,6.942376017,8.693877551,6.443487716,5.436530612,2.100071477,1.530612245,0.731284607,6.304489796,5.025706189,3.673469388,3.066526022,6.346938776,5.527486126,0.530612245,0.905809838,0.986326531,0.038634545,8.565306122,7.35500804,44.65469388,55.27229616,19.23836735,12.75087117,18.36734694,17.50743734,15.91346939,12.83503473,8.681428571,7.574248531,0.602040816,1.843741736,3.164081633,2.351304387,0
369869099,66.99145299,40.10296486,6.017094017,5.95421693,45.69230769,27.33973081,5.247863248,4.318329019,0.820512821,1.230769231,9.213675214,6.945242558,9.957264957,6.622150298,6.684957265,2.335857471,1.358974359,0.721602425,7.855299145,5.4964594,2.52991453,2.741179014,7.717948718,5.606537932,0.606837607,1.00390064,0.98991453,0.042657365,7.941880342,7.028333857,52.83641026,52.31047137,16.18683761,9.635484069,15.78632479,14.44591982,14.6557265,12.16865662,8.995470085,7.678096886,0.271794872,1.456012947,4.465811966,3.70314725,0
370263238,53.45,31.49916666,5.95,6.363764609,34.7,21.07035833,4.525,3.924203741,1.35,1.837797595,6.925,5.135111975,7.65,4.957569969,6.54875,2.603529515,1.15,0.421307489,6.89575,4.658605418,1.475,1.580941175,5.225,4.286534148,0.9,1.496662955,0.96425,0.159042251,7.1175,6.480003376,57.33325,47.51496256,13.97,5.848475442,13.8725,10.73328905,13.653,10.96538741,8.9925,8.345171283,0,0,3.8375,3.317354933,0
371832097,97.13636364,36.20015334,8.681818182,4.947172718,67.15909091,26.2334593,6.424242424,3.651735188,1.46969697,1.630390332,13.40151515,6.406506929,14.34848485,6.390078541,6.362424242,1.123300144,1.454545455,0.731992262,10.76015152,5.125402421,3.515151515,2.154926872,9.825757576,5.361897296,0.818181818,0.952016853,0.986060606,0.03588191,8.698484848,4.039989215,53.48825758,28.98415922,14.89666667,6.197191527,14.2780303,8.360407363,14.485,7.569073089,10.02515152,4.366022301,0.392424242,1.815281146,6.815757576,3.76041969,0
372589032,59.74615385,31.68045055,7.161538462,11.07790861,38.77692308,24.99669682,3.853846154,3.063712023,0.9,1.335030971,9.053846154,6.014484489,9.861538462,6.057104978,6.299538462,2.233005516,1.315384615,0.620602875,7.864076923,4.599569327,2.123076923,1.889303431,7.046153846,5.864969721,1.546153846,2.622715969,0.985846154,0.066515292,5.561538462,5.837970994,70.29,43.13354256,12.14430769,8.126627831,11.12384615,12.99426977,10.48623077,11.56276167,7.538461538,6.721698671,0.073076923,0.619402747,4.143615385,2.990597574,0
372835779,60.375,39.09583578,4.4,2.981610303,42.2,28.72820913,3.95,2.607201565,1.15,1.52561463,8.675,7.370167909,9.375,7.545487062,6.8565,1.756347844,1.425,0.703118056,6.90825,5.61019647,2.1,1.920937271,6.875,6.407758969,0.875,0.953611556,0.996,0.018,5.19,4.333924319,70.5655,29.79870878,13.3425,4.33248644,12.1575,6.892237935,11.087,8.873190576,7.47975,5.623925892,0,0,3.4375,2.877037322,0
372841412,61.25925926,32.30708281,7.222222222,6.425258798,39.18518519,22.70264634,4.851851852,3.423272246,1.611111111,1.909204475,8.388888889,5.774838996,9.148148148,5.726505648,6.985740741,2.158642064,1.296296296,0.627447198,7.592592593,4.949962284,2.148148148,1.937996363,6.37037037,5.001097273,1.111111111,1.227262335,0.98537037,0.073502657,6.916666667,6.839719238,59.6437037,50.75723992,14.04166667,6.561074819,14.1037037,10.55605782,13.69462963,8.786773038,9.181851852,6.98188982,0.457407407,1.928115742,4.143703704,2.896802385,0
373078372,48.89130435,35.85006716,3.52173913,2.864620245,35.34782609,27.52723346,3.130434783,2.878773106,0.326086957,0.861100101,6.565217391,5.50356475,7.52173913,5.535416132,5.818913043,2.07902593,2.02173913,1.421712538,4.346304348,3.238703685,2.086956522,2.051786994,5.260869565,4.536972667,0.326086957,0.627429117,0.98,0.061112868,6.380434783,8.077763885,58.9576087,57.04927615,17.67217391,4.424045421,9.763043478,11.57390916,8.277173913,12.10476329,6.455869565,5.959273218,0.836956522,2.717924296,2.577173913,2.558104481,0
373174563,52.80851064,36.00008174,4.042553191,4.73986016,36.08510638,25.73459447,3.829787234,3.508768038,0.276595745,0.804300348,8.574468085,6.708979949,9.20212766,6.611691429,6.007659574,2.080232917,1.734042553,1.330297774,6.499893617,5.323513177,2.64893617,2.704241927,6.957446809,6.028151853,0.776595745,0.990961872,0.977021277,0.110644435,4.888297872,6.306141154,72.62159574,45.67028901,11.89595745,6.64570223,8.39787234,10.37758405,6.693404255,8.924241615,7.449893617,8.255514533,0.234042553,1.294386669,3.352765957,2.754252188,0
374686451,69.70454545,38.56905233,6.863636364,7.072966811,45.02272727,27.01976435,7.022727273,9.046567999,0.727272727,1.628770261,10.06818182,6.866909214,10.70454545,6.689814325,6.289318182,2.03252798,2.227272727,4.342515172,7.254318182,4.930305817,4.204545455,7.63240563,7.181818182,5.777199413,1.272727273,1.628770261,0.973181818,0.082703543,7.297727273,4.883761992,57.74931818,35.54671474,13.67818182,7.393033045,16.09772727,22.80441035,12.10931818,10.50605505,8.584090909,5.73238302,0.354545455,1.624731383,4.825909091,3.662305731,0
374935732,65.56097561,32.52094918,4.268292683,3.185518989,46.73170732,24.66855843,4.170731707,3.62176644,0.951219512,1.080903405,9.43902439,6.096975582,10.14634146,5.994147453,6.645365854,1.544349413,1.170731707,0.376274357,8.951219512,5.683528703,2.219512195,3.008217973,7.975609756,5.492734913,0.87804878,0.992536095,0.995121951,0.021989127,6.8,5.278580741,62.34219512,39.15023848,13.68707317,7.404915719,12.82439024,10.22323467,12.87195122,9.385669206,9.646097561,5.35594171,0,0,4.914634146,3.444069557,0
374958505,71.125,34.77656359,4.35,3.804931011,51.125,25.05013723,3.8,2.694438717,0.7,1.469693846,11.15,6.894019147,11.8,6.701492371,7.05,2.153948699,1.425,0.703118056,9.2875,6.058757195,2.175,1.656615526,9.35,5.981429595,0.875,1.076742773,0.99,0.044102154,6.23,3.808556157,68.7,27.79253416,11.47975,4.531086232,11.0775,9.137545828,10.9525,8.520957913,8.63,4.685332966,0,0,5.29375,3.637430197,0
375114767,68.36111111,35.88032018,4.805555556,5.216530586,47.73611111,27.13392355,4.861111111,3.505176947,0.444444444,0.895806416,10.51388889,6.629046051,11.08333333,6.699398812,6.320138889,1.761677304,1.527777778,0.832870242,7.97375,4.680320038,2.666666667,2.134374746,8.430555556,6.043422478,0.986111111,1.136430273,0.964305556,0.091648883,5.663888889,4.711961893,69.33916667,35.7721985,12.25486111,4.728453468,10.89583333,10.34960329,9.487361111,7.153391968,7.766388889,6.684030368,0.265277778,1.363325155,4.181666667,2.786600378,0
375202148,55.84615385,33.69511755,7.256410256,6.351732849,36.1025641,23.38396873,4.512820513,3.973449027,0.974358974,1.80437047,7,4.787805021,7.615384615,4.753489324,6.507435897,2.252745013,1.230769231,0.529224806,6.393076923,3.807088634,2.051282051,2.037453387,5.256410256,3.985344619,0.923076923,0.796936937,0.991282051,0.030982169,7.317948718,7.066928096,55.05692308,51.659899,16.3474359,9.623456844,15.59487179,14.76739216,14.03435897,13.36791332,9.667692308,8.639018956,0.225641026,1.390944698,3.583333333,2.582195779,0
375299270,57.71153846,35.82990615,3,2.653009902,41.40384615,26.96526228,3.115384615,2.438898287,0.5,1.118033989,9.692307692,6.425724926,10.5,6.398617639,5.849807692,2.078656639,1.423076923,0.660598617,7.639423077,3.757862226,2.326923077,1.613895834,8.442307692,6.112450917,0.769230769,0.774978526,0.965576923,0.145792443,3.836538462,4.042610964,82.36576923,26.99033654,8.596346154,4.051146575,5.657692308,6.458516922,5.485,6.026594108,5.777115385,4.461980561,0.059615385,0.425739002,3.865384615,3.084336022,0
375777649,109.225,40.85247086,3.5,2.439262184,80.65,31.18777805,6.55,3.528101472,0.15,0.357071421,18.375,7.374576259,19.35,7.407934935,6.2265,1.427300862,2.225,1.38721844,10.915,6.530444472,5.375,2.997394702,17.2,7.007852738,0.9,1.240967365,0.98375,0.048922771,5.125,3.547305315,79.23275,17.4251297,8.34825,2.555198512,7.1825,4.896523639,6.83575,4.414692451,7.31,3.748559723,1.81,3.03,6.08325,4.18592068,0
375871540,97.36734694,42.10564647,4.367346939,2.353407235,68.69387755,31.00704599,7.632653061,3.623584185,0.571428571,1.324802642,16.10204082,7.856480226,17.02040816,7.885636117,6.32244898,1.564639269,2.204081633,1.068655303,8.795918367,5.414208412,5.244897959,2.706987272,14.30612245,7.279280301,1.040816327,1.105813648,0.983673469,0.062390929,3.983673469,2.78372434,84.51265306,15.04964706,9.192653061,2.92803185,8.083673469,6.048219402,7.66122449,5.604207105,5.35755102,3.357413685,1.042857143,2.186134413,4.955306122,3.613134826,0
376585827,106.2142857,39.35100635,4.857142857,3.262860479,76.11904762,29.25275924,6.833333333,3.062186168,0.476190476,1.199962207,17.92857143,7.962390336,18.83333333,8.038350538,6.423571429,1.589821526,2.214285714,0.964506148,9.419761905,5.531074333,5.380952381,2.369974693,16,7.825477317,1.047619048,0.99886557,0.977380952,0.057819898,5.307142857,3.604850757,77.24309524,22.69757964,9.286666667,3.467071405,8.723809524,5.38705722,8.124761905,5.118378295,7.769285714,4.018111018,0.942857143,2.217693231,5.848095238,4.054445085,0
376588311,70.88764045,40.66427032,6.876404494,5.847923332,48.11235955,29.13025309,4.707865169,3.43217508,1.056179775,1.581917131,10.13483146,7.324257084,10.91011236,7.338738907,6.510898876,2.865388042,1.483146067,0.704916276,7.788426966,5.459583657,2.348314607,1.914469584,7.865168539,6.271374258,0.853932584,1.033707865,0.980674157,0.060127164,8.813483146,8.792172093,46.25561798,66.71509903,15.77685393,15.52834643,17.58539326,21.31122799,15.22258427,14.31478214,11.18,10.30308146,0.339325843,1.668924028,4.328651685,3.413579028,0
376821900,67.07894737,45.31607219,5.684210526,4.383613405,45.34210526,32.59583144,5.605263158,3.876647179,1.657894737,2.717161016,8.789473684,7.518951126,9.526315789,7.538451754,5.438684211,3.756255254,1.789473684,1.079909712,5.069736842,3.568201292,2.842105263,2.367836185,7.026315789,6.330738886,0.447368421,0.676576849,1,0,10.08947368,7.930281387,33.37026316,60.61439183,23.81736842,22.68926394,27.17368421,29.84515904,20.56,18.75365129,7.329210526,7.730777649,1.131578947,2.730153771,3.061578947,2.706237946,0
377287901,74.80434783,39.19273422,9.086956522,9.990922156,47.10869565,27.53119042,7.282608696,4.721196622,1.130434783,1.190701212,10.19565217,7.617541442,11.17391304,7.636594813,5.700652174,1.852937037,1.586956522,0.848940182,8.013043478,5.956559727,4.152173913,3.316411047,7.239130435,6.434231763,1,1.92240791,0.992608696,0.025828429,8.023913043,6.00047769,52.24521739,46.40905195,17.9373913,12.17171979,17.71304348,15.9617969,15.19695652,10.23020652,6.79326087,4.038777287,0.345652174,1.367591746,4.304347826,2.90627855,0
377770205,69.10869565,38.32596365,5.282608696,5.028886312,46,25.96234732,4.913043478,4.529257963,1.282608696,1.46944301,11.63043478,14.9074809,10.69565217,6.500399871,7.07673913,1.949024343,1.391304348,1.358999966,9.013043478,5.984313142,2.347826087,2.589421551,7.847826087,5.068948057,0.782608696,0.930475416,0.982826087,0.07491047,6.673913043,4.59453526,63.60826087,31.84404362,11.91913043,4.125153397,12.22608696,10.5918023,11.66717391,7.177643329,8.827826087,5.331060712,0.067391304,0.452074613,5.286304348,3.86557626,0
378212352,71.30952381,37.89049893,6.476190476,6.142118819,45.5952381,27.21611876,7.952380952,17.69846964,1.119047619,1.76206563,10.16666667,6.179523277,10.85714286,6.311634867,6.873571429,1.953407062,2.976190476,7.462567206,8.493095238,6.451170248,5.619047619,17.82314223,7.142857143,5.13425206,0.666666667,0.863731293,0.998095238,0.012196427,6.466666667,4.068734837,64.3647619,25.89151352,13.74666667,5.010797231,21.28809524,42.95305412,11.75714286,6.301677133,8.093809524,5.520364012,0.185714286,1.189151644,5.170714286,4.131138661,0
378228984,95.81578947,39.7921278,7.526315789,4.42324507,63.36842105,32.35365517,9.631578947,11.95258407,1.315789474,1.623920907,13.97368421,8.034422136,14.68421053,7.837511901,6.126315789,1.60625819,2.868421053,6.469243235,10.29973684,6.862299939,6.289473684,12.03920765,11.02631579,7.988435201,0.789473684,0.799930745,0.974736842,0.061032211,8.110526316,6.116104259,55.09131579,43.69978984,15.50605263,7.721552387,15.97631579,12.11895936,13.83157895,9.766117455,9.946578947,6.756434857,0.692105263,2.374024074,6.482631579,4.039790044,0
378239942,59.912,36.98410815,5.48,7.914139246,39.384,26.76289491,5.44,8.017381119,1.136,1.7679095,8.472,6.501170356,9.368,6.466573745,6.23496,1.813535166,1.728,2.295651542,7.19112,5.758171545,3.192,6.308972658,6.64,5.815015047,0.896,2.526100552,0.99608,0.023182614,7.6976,7.477833526,53.58432,55.87961796,14.56392,8.053107415,13.668,13.46531307,11.7752,10.65124786,8.80216,7.539358231,0,0,4.15,3.168595904,0
378331017,62.30555556,42.20177685,6.111111111,6.136311676,40.44444444,27.48074522,5.944444444,4.812855727,0.944444444,1.665740483,8.861111111,6.988692366,9.333333333,6.790516262,5.841666667,2.283358272,1.638888889,0.947299606,6.641111111,5.730431328,3.416666667,2.618046345,6.083333333,5.624228342,0.75,1.037491633,0.981666667,0.054645321,4.9,5.868228959,72.50611111,40.09017761,14.75027778,6.641508984,11.65,12.0161581,9.449166667,11.5961242,5.7875,5.180655994,0.705555556,2.344016549,3.495555556,3.449223298,0
378376315,94.42028986,36.28925892,8.782608696,6.799125189,62.97101449,25.65262425,6.884057971,3.906650709,2.115942029,3.067058412,13.66666667,6.284710378,14.36231884,6.225173333,6.500869565,1.053003625,1.710144928,0.902515796,10.10884058,5.578734347,4.057971014,2.501501335,9.507246377,5.361221979,0.985507246,1.290913098,0.97942029,0.050443944,7.430434783,3.73038073,60.0884058,25.69811207,15.54971014,5.189564493,12.29275362,7.273025781,11.87927536,5.921805277,9.596086957,5.08492065,1.136231884,2.791600809,6.021884058,3.676628605,0
378396759,66.18787879,36.27931841,7.036363636,8.939453518,44.07878788,27.17351382,4.775757576,3.551101434,1.436363636,2.183383277,8.860606061,5.813148075,9.648484848,5.688698057,6.56230303,1.949415025,1.472727273,0.820669618,7.201030303,4.600890115,2.23030303,1.817838351,6.812121212,5.062743152,0.921212121,1.906886654,0.989090909,0.039586012,6.901212121,4.435667937,59.72115152,31.95590914,15.97709091,6.844715991,13.45212121,10.58764052,13.53,10.02477404,8.043393939,5.74021312,0.42969697,1.773482253,4.20630303,3.117099317,0
379121297,68.51145038,37.30202017,5.664122137,6.07033921,46.21374046,27.97681909,5.458015267,5.35924619,1.106870229,1.519601738,10.06870229,6.778041375,10.93129771,6.818464871,6.031603053,1.693266781,1.442748092,1.192599991,9.005954198,6.158109626,3.167938931,4.462143858,8.190839695,6.441888803,0.801526718,1.34459533,0.971526718,0.132154624,6.584732824,5.101989932,64.38923664,35.98279395,14.28175573,8.182936396,13.00534351,16.20032661,10.6,9.324635351,8.213435115,5.860722251,0.299236641,1.515391577,4.996183206,3.852084686,0
